computer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,gmm_score
C612,-0.2511971,-1.0348823,0.49028257,1.2535934,-0.7019799,-0.33439633,1.4110025,0.5776127,-0.15192114,-0.007650925,0.06307765,-0.104649074,0.55319417,0.04511578,-1.1361842,-0.4454028,-0.5060995,0.86791104,0.11685272,0.34966543,0.61648077,1.6310438,1.2159871,-1.2081571,0.36698428,-0.004234434,-0.27264154,0.15689051,-0.30262697,-0.23804754,-0.7577113,-0.3739556,-31.232091159551604
C13638,-0.29776654,-1.3456059,0.59220046,1.5136259,-0.9321699,-0.5641937,1.5168923,0.46314627,-0.32229906,-0.098220065,0.022434006,0.2699488,0.71921384,-0.5265691,-1.4190516,-1.0225136,-0.30830052,1.1826607,0.6249173,0.010400874,0.57069415,1.5575577,1.203812,-0.9381326,0.13672586,-0.34021333,0.17889294,0.29940522,0.19915809,-0.074700184,-1.0945424,-0.07319213,-31.397607569522062
C625,-0.3131409,-0.885465,0.68090427,1.3184947,-0.86365604,-0.50855434,1.4522134,0.78863597,-0.124541454,-0.11113644,0.14659633,-0.14055027,0.4814916,-0.04494801,-1.4197434,-0.5623174,-0.40535063,0.8724005,-0.01492638,0.159636,0.5797743,1.7971389,1.262633,-1.1366458,0.3780225,-0.22593336,-0.2592064,0.2628772,-0.2488709,-0.2861444,-0.82835865,-0.01506617,-31.45576387772088
C586,-0.34508747,-0.7972003,0.5012432,1.2209134,-0.6485522,-0.42715696,1.6060185,0.6659515,0.083421,-0.030747391,0.15999421,0.026535843,0.51808196,-0.048421018,-1.2891865,-0.4738083,-0.47960985,0.82683456,0.10245878,0.5141848,0.4049143,1.6844718,1.2228398,-1.2335279,0.34711245,-0.35622367,-0.3369313,0.19213648,-0.053399682,-0.10318342,-0.76791847,-0.09675496,-31.88807959924608
C743,-0.14346492,-0.65108734,0.29350328,0.88406557,-0.40254217,-0.17385215,1.0025204,0.41134924,0.060446247,0.043229606,0.07256093,-0.1954378,0.34675887,0.03588841,-0.6913371,-0.23254272,-0.39460137,0.5188948,0.14654523,0.37783882,0.34802607,1.082806,0.90080017,-0.8008417,0.2786937,0.039120734,-0.15314798,0.092207536,-0.10311994,-0.0963537,-0.51576334,-0.12996192,-32.1355942557295
C1065,-0.24481739,-1.026614,0.7228344,1.5491326,-0.969485,-0.3093365,1.4072357,0.7181842,-0.12372545,-0.21030845,0.090800166,-0.05628965,0.5086931,-0.18633182,-1.4244778,-0.45178288,-0.29248464,0.89845717,-0.0961785,0.41092935,0.5253623,1.5039582,1.315979,-1.2036148,0.291507,-0.026513716,-0.02689486,0.30245042,-0.313422,-0.029959347,-0.7369318,0.0034111282,-32.18527841328253
C467,-0.34915215,-1.0169791,0.67635953,1.4037379,-0.8285296,-0.34588724,1.5648005,0.77765995,-0.30112326,-0.26687035,0.12365867,-0.038143486,0.65576464,0.053945724,-1.2429262,-0.50359064,-0.4799492,0.84344083,0.013831614,0.34866324,0.491607,1.6798798,1.3102821,-1.2764151,0.22305095,0.13816206,-0.18484995,0.28881872,-0.31295416,-0.20055571,-0.782194,-0.0542452,-32.79875879155318
TGT,0.06865652,-0.74269974,0.8195451,0.6361978,0.18997914,-0.80811715,0.4148819,0.18295261,-0.3489256,-0.7249101,0.01724788,-0.11569844,0.20330939,0.17969821,-0.9158195,-0.9429199,-0.35991743,0.7574981,0.38629395,0.45833227,0.50078547,0.64484197,1.0049235,-0.15986542,0.14790021,-0.24201323,0.13021141,-0.11374445,0.14385523,-0.5791751,-0.6476793,-0.29509225,-33.42979031644049
C585,-0.13499628,-0.8864302,0.4246581,1.1033075,-0.5506263,-0.72457325,1.202618,0.5248484,-0.13612396,0.0049393494,-0.01104477,-0.25918987,0.5484544,-0.27790606,-0.95735276,-0.3371759,-0.5470559,0.9321848,0.06891914,0.4781329,0.45282564,1.349509,0.8562274,-0.9363293,0.39862233,-0.14845344,-0.18283784,0.485793,-0.21275912,-0.020276936,-1.0070425,-0.1732742,-33.92126487492651
C101,-0.5045784,-0.72850376,0.7866526,1.7159488,-1.3459464,0.061037965,1.4869329,0.8552961,0.12317235,-0.51315826,0.09794406,-0.08336153,0.4768384,-0.41647723,-1.174789,-0.5002117,-0.5292018,0.78527594,-0.07427396,0.09234922,0.35389853,1.7933038,1.4181628,-1.316969,0.49640852,0.026910486,-0.09207509,0.19930698,-0.44566187,-0.122333355,-0.59995794,-0.022623885,-34.37020659890719
C529,-0.31169844,-0.8948256,0.62965846,1.4097834,-0.81354225,-0.37096894,1.3896493,0.7360194,-0.067750186,-0.09687082,0.33690846,0.10414699,0.6205279,-0.13650727,-1.2247813,-0.4290552,-0.5993361,0.84251153,0.15848216,0.40048316,0.7150657,1.563084,1.3084494,-1.226191,0.31420386,-0.0762171,-0.15628244,0.2798159,-0.10061605,-0.071572036,-0.82806855,-0.08487927,-34.50373270249193
C1085,-0.58614147,-0.70757914,0.6404642,1.5613664,-1.1152519,-0.06322384,1.4871049,0.90712565,0.004928288,-0.60844296,0.0027046893,-0.037329588,0.49488118,-0.36506635,-1.364405,-0.33362553,-0.70758724,0.6031408,-0.061495837,0.33567646,0.339455,2.0132384,1.2657857,-1.4162616,0.46011847,0.11638869,-0.39701325,0.31794944,-0.37223583,-0.11565709,-0.42643264,0.121204026,-34.508372293869144
C988,-0.6000571,-0.7018119,0.71114516,1.6465281,-1.2873011,-0.0030614764,1.3575641,0.89653957,0.021408102,-0.59616923,0.022066802,-0.103716075,0.351729,-0.40177283,-1.3657745,-0.47114936,-0.67735326,0.61472225,-0.0714415,0.14083189,0.49193293,1.8790543,1.3143103,-1.3341205,0.4725625,0.041254893,-0.225338,0.14886703,-0.49663612,-0.1499346,-0.40364116,0.048796374,-35.62993693437744
C2868,-0.31438217,-0.9109873,0.5775578,1.3720042,-0.85400486,-0.4332079,1.6918733,0.68213177,-0.09685756,-0.28039122,0.15599461,-0.078373715,0.4832829,-0.09018875,-1.1452063,-0.49354282,-0.5658815,0.857363,0.13470393,0.29329976,0.5205993,1.7435932,1.2098925,-1.1374986,0.511136,-0.20607859,-0.17015958,0.31903765,-0.16421755,-0.24859378,-0.8209272,-0.12390506,-35.635189505575156
C1737,-0.5893112,-0.6499304,0.7139798,1.6189309,-1.229621,-0.07883465,1.5755303,0.8531781,0.026851645,-0.58812803,0.17264414,-0.090999044,0.44956627,-0.4187161,-1.1940778,-0.47415173,-0.6361711,0.63876337,-0.03165892,0.08522366,0.35845715,1.882471,1.2934418,-1.2935003,0.5550963,0.02373967,-0.06608253,0.20938076,-0.33773458,-0.120888494,-0.43658006,0.12542379,-35.99647098641863
U20,-0.28004754,-0.54307073,0.758324,1.0416251,-0.52049077,-0.15802406,0.8210356,0.54675627,-0.05945486,-0.48399517,0.28013378,-0.104801245,0.14084251,-0.12953506,-0.846183,-0.4340476,-0.5936371,0.4403738,0.09464492,0.2557373,0.56088555,1.1774827,1.154578,-0.6621784,0.40071264,-0.01679309,-0.14505492,-0.07291251,-0.30814847,-0.3355237,-0.48311144,-0.23625106,-36.04865332592999
C567,-0.4193435,-0.69809186,0.87270427,1.3442762,-0.4540916,-0.39921638,0.95962507,0.7517398,-0.16006675,-1.0012063,-0.2000255,0.1626055,0.3480244,-0.072970256,-1.2963394,-0.94242454,-0.8592753,0.78562224,0.10319084,0.6038222,0.4649683,1.3683311,1.4220173,-1.0302342,0.2915292,-0.084879294,-0.21472456,-0.14423756,-0.057588175,-0.55344874,-0.8996309,-0.013395943,-36.79929909073637
U164,-0.3113206,-0.5584306,0.77335054,1.0515338,-0.54388165,-0.227507,0.9219071,0.5516347,-0.09148538,-0.45120066,0.28631836,-0.06611604,0.14149088,-0.09699326,-0.7975175,-0.44656476,-0.58882284,0.43982697,0.07420285,0.2054767,0.5006706,1.1716778,1.1446457,-0.64890355,0.3518824,-0.040236443,-0.13458665,-0.021636028,-0.2754119,-0.37235993,-0.565137,-0.1606926,-36.94935438655217
C123,-0.32140553,-0.7443322,0.9079313,1.423929,-0.45334914,-0.41373074,0.8261447,0.6998473,-0.13082153,-1.019834,-0.21910979,0.08797777,0.42197332,-0.026438419,-1.4425423,-0.8624985,-0.7620644,0.8800234,0.04209222,0.61622465,0.5049489,1.4028177,1.4791052,-1.0346793,0.36429647,-0.10621405,-0.20932567,-0.09686599,-0.13477705,-0.5313657,-0.84716994,-0.12894551,-37.25711917529806
U175,-0.46389893,-0.57887113,1.1762055,1.0485482,-0.6259531,-0.40777996,1.1962428,0.5013133,0.11560853,-0.7883929,0.16150935,0.18574229,0.43293566,0.27653465,-1.3142034,-1.083805,-0.78210336,0.9165559,0.13751167,0.32199007,0.51053554,1.1457357,1.5992949,-0.9597506,0.39055142,-0.12311249,-0.041975863,-0.18871437,-0.3172235,-0.5849152,-0.5237433,-0.30173525,-37.66962267690239
C104,-0.43083814,-0.5482296,1.1900294,1.1956127,-0.6263163,-0.30910635,1.3244745,0.5961574,0.10423912,-0.82118547,0.23645598,0.21398418,0.37015662,0.29292,-1.2414936,-1.0177504,-0.8353049,0.79414064,0.09584501,0.4127156,0.6315968,1.0957544,1.6405782,-0.975976,0.36229932,-0.108694114,-0.062020466,-0.20825993,-0.3167096,-0.6412968,-0.6219304,-0.2281082,-38.35701317872595
C538,-0.43732744,-0.6755886,0.8848125,1.3444324,-0.41818792,-0.35449055,0.88026476,0.69574577,-0.13989948,-1.0210458,-0.16469675,0.20227717,0.37432063,-0.044797916,-1.3148681,-0.9093131,-0.7990953,0.7869125,0.11319527,0.59498173,0.47376698,1.3755727,1.4148926,-0.9571041,0.32655233,-0.09305607,-0.20876516,-0.13292173,-0.059314504,-0.55375946,-0.7257983,-0.05559793,-38.684213902578605
C1766,-0.48512095,-0.63668394,1.1684393,1.2596815,-0.7501746,-0.34501576,1.2241821,0.5568629,0.055715818,-0.8904682,0.13985302,0.19360946,0.44043806,0.12096491,-1.4007452,-1.1245501,-0.6891294,0.9118719,0.15240969,0.33353773,0.5176519,1.258567,1.6360381,-1.0375911,0.35751492,-0.09134129,-0.033429395,-0.16599976,-0.2895861,-0.5274023,-0.5396026,-0.19168563,-38.81843964255616
C599,-0.42712507,-0.58898336,1.1410775,1.1705815,-0.49143958,-0.48865,1.0159023,0.61183596,0.015639555,-0.9956887,-0.025952693,0.2560548,0.35774797,0.08713513,-1.38526,-1.1313586,-0.89820725,0.9568413,0.09733578,0.4988261,0.5340976,1.1930451,1.501006,-0.94142133,0.38477132,-0.22144778,-0.11724872,-0.16284285,-0.19229516,-0.6237355,-0.75629395,-0.15357266,-39.065469456542544
C1708,-0.36559913,-0.6566236,1.1980933,1.2302073,-0.49027377,-0.47002906,0.92765,0.546629,-0.0012271355,-0.9912819,-0.077117026,0.19748898,0.34176436,0.058821898,-1.4321092,-1.1450073,-0.83703357,0.9422211,0.07079588,0.5335383,0.5503573,1.0764639,1.5632408,-0.9117874,0.3180376,-0.15526782,-0.08768746,-0.17611054,-0.20613931,-0.6329641,-0.77764374,-0.12741609,-39.24836377382138
C1114,-0.5455775,-0.56741995,1.1488191,1.1669836,-0.6270022,-0.32401362,1.2293329,0.57957894,0.06875631,-0.8826799,0.18537118,0.25284782,0.41422498,0.1500881,-1.3656452,-1.1022075,-0.78834003,0.8387216,0.15050566,0.35266823,0.4982586,1.2189872,1.5881256,-1.0072824,0.3171387,-0.12170789,-0.06464879,-0.21223554,-0.2882386,-0.5649352,-0.54398525,-0.19424593,-39.27742053227003
C2092,-0.38089067,-0.6500291,1.0582428,1.284972,-0.3545611,-0.42364082,0.88226867,0.61255777,-0.009964125,-1.0267944,-0.0805854,0.26235533,0.4067644,0.13868268,-1.354196,-1.0544509,-0.92198724,0.90006363,0.16517149,0.6064099,0.60413283,1.1247532,1.558752,-0.98708856,0.28089964,-0.08503486,-0.17100747,-0.20764866,-0.104123294,-0.65873563,-0.8471093,-0.15650944,-39.33995103741039
C1931,-0.4099662,-0.64243346,1.0423356,1.2488809,-0.40783045,-0.37771446,0.9475441,0.6075936,-0.053830363,-1.0705224,-0.097575486,0.16874838,0.3847082,0.15258017,-1.4199547,-1.1052623,-0.7530787,0.8217272,0.14094444,0.4902645,0.48954985,1.1935276,1.5491806,-0.9010527,0.33148274,-0.10385025,-0.10553583,-0.21971704,-0.14826223,-0.6409081,-0.7198416,-0.06584025,-39.95005280417455
C2075,-0.36935017,-0.6420295,1.023324,1.2335601,-0.37174788,-0.4573698,1.0140429,0.5671068,-0.0520068,-1.0354365,-0.14530163,0.17913933,0.33321658,0.11176924,-1.3051142,-1.0854232,-0.8573626,0.87071466,0.13716419,0.6185352,0.45118374,1.171754,1.494624,-0.91650164,0.31801376,-0.15185556,-0.092126586,-0.22610153,-0.13881727,-0.64875656,-0.7341083,-0.15708943,-39.98778664252811
C2162,-0.2536575,-0.5567371,0.49288854,0.6915243,-0.3947076,-0.3012926,0.7716829,0.33771893,-0.065530114,-0.07253623,0.05853535,-0.010290609,0.19102126,-0.16481769,-0.59435123,-0.3348532,-0.26688203,0.39799666,0.15679666,0.22658019,0.27152774,0.77101016,0.7312772,-0.4548569,0.18185504,-0.06839317,-0.10407969,0.14680153,-0.051349215,-0.27361584,-0.39201298,-0.0864818,-50.75474152049411
C10,-0.18906122,-0.42709872,0.36673558,0.45137805,-0.20048538,-0.21829847,0.5852331,0.23312801,0.049416386,0.02992364,-0.0015076294,-0.116979614,0.22321323,-0.024627287,-0.42355388,-0.17416288,-0.2209433,0.27876154,0.11228307,0.3340201,0.20387623,0.6138181,0.5844056,-0.46061805,0.17523554,-0.03604304,-0.24863833,0.08620345,-0.01022909,-0.18940851,-0.22000602,-0.055913776,-52.91238115959824
C706,-0.20116569,-0.4581824,0.42101797,0.64252007,-0.18141316,-0.21518265,0.62947595,0.27195585,0.031563178,-0.079621874,0.07546236,-0.051967505,0.20853887,0.03323932,-0.56908876,-0.26367313,-0.29075798,0.36184743,0.091843724,0.3554677,0.33695218,0.67005235,0.7378779,-0.515149,0.16205522,-0.018468505,-0.17396633,0.05625093,-0.07549789,-0.23925205,-0.34776026,-0.0819096,-53.83603044946199
C5591,-0.32296312,-0.3395604,0.56065375,0.6460164,-0.30976593,-0.11894887,0.50518996,0.26407072,0.07099167,-0.3625292,0.032955363,-0.0790566,0.12597618,-0.115371175,-0.5616172,-0.41364187,-0.27745402,0.25546232,0.090977564,0.1853308,0.21638493,0.61098254,0.7997832,-0.44140813,0.21291904,0.016412213,-0.12511502,-0.023665207,-0.15146345,-0.32111567,-0.2004734,-0.037498787,-53.872782737596445
C14718,-0.15183634,-0.45567417,0.34931475,0.43068817,-0.13999696,-0.21380149,0.44408548,0.16640887,-0.00051882816,-0.0034104027,0.021767575,-0.1843657,0.17041472,-0.19061445,-0.3508398,-0.29335564,-0.15640382,0.22077256,0.24064597,0.19410986,0.15046886,0.47114354,0.53373635,-0.25704122,0.08740368,0.036970273,-0.035322383,0.1290326,0.0189527,-0.15027647,-0.24290276,0.044875473,-54.08824913422692
C395,-0.22901732,-0.33776072,0.38522542,0.47171968,-0.12935072,-0.12938298,0.4577865,0.16049229,0.08844087,-0.10801847,-0.019711731,-0.14765175,0.07680599,-0.03440955,-0.35792026,-0.26441723,-0.25938043,0.21648222,0.13782409,0.3293419,0.14145592,0.47571424,0.62140197,-0.28523618,0.17137763,-0.039098043,-0.13152719,-0.01632475,0.020347603,-0.23846401,-0.21140511,0.016134212,-54.78703087728729
C5430,-0.272386,-0.3141266,0.5427425,0.58413124,-0.2619818,-0.104295395,0.4452283,0.22966373,0.0934566,-0.3425137,-0.028348032,-0.034660194,0.19610149,-0.099922545,-0.56230766,-0.3754265,-0.2634591,0.28326806,0.07348641,0.2441248,0.13560943,0.57074255,0.7475723,-0.43180338,0.15975377,0.037726495,-0.10669014,0.0010794976,-0.07215919,-0.21649902,-0.13278905,0.022958418,-55.827366970927066
C2525,-0.3486638,-0.37561896,0.5825292,0.30148256,0.016687594,-0.20735812,0.18413028,0.01860132,0.1990124,0.16857016,-0.0023152477,-0.47871616,0.0886228,-0.36701158,-0.10360515,-0.17769808,-0.053801082,-0.011398924,0.37328535,0.45033625,0.013066353,0.27345645,0.61380136,-0.045631245,0.09425191,0.19413483,-0.19770026,0.11835177,0.07131346,-0.35236004,0.07936629,0.07940583,-55.90583036807356
C2310,-0.28668603,-0.37210014,0.4993541,0.24837759,0.046213634,-0.18875276,0.14971021,0.034691203,0.16258216,0.13271633,-0.047220286,-0.41260964,0.06887824,-0.30630258,-0.13484749,-0.1433712,-0.046339855,0.00019814404,0.3145313,0.4040923,0.045515925,0.22768305,0.5931147,-0.023511022,0.11842847,0.17241311,-0.16305383,0.108739585,0.04574396,-0.30475563,0.10890551,0.091606915,-57.494035432314654
C1794,-0.2597943,-0.25069803,0.4505082,0.47785738,-0.19923835,-0.09698367,0.35096273,0.24035287,0.057696078,-0.21875542,0.03139683,-0.12735112,0.16606499,-0.14227338,-0.3708943,-0.31642947,-0.21485454,0.15458395,0.065577604,0.16577221,0.10668214,0.44163787,0.57672143,-0.3056204,0.09419091,0.06390033,-0.06750146,0.037633333,-0.046242807,-0.2077299,-0.13265471,0.037626628,-57.73694150051333
C231,-0.15896866,-0.38939714,0.3608689,0.5399922,-0.19112445,-0.22369389,0.6174064,0.27575558,0.0098579405,-0.107673734,0.0779244,-0.08752163,0.17348954,-0.028101914,-0.4530343,-0.28183147,-0.25658077,0.28927544,0.09459845,0.20609011,0.25247929,0.60484236,0.6021464,-0.37371024,0.17950311,0.002265743,-0.07062848,0.012308634,-0.018084692,-0.20751491,-0.321076,-0.02181018,-57.74560477353459
C3173,-0.1703181,-0.32003722,0.28858155,0.43852767,-0.18233109,-0.11518259,0.38814119,0.20554706,0.028003892,-0.1485883,0.020909684,-0.08535351,0.13256694,-0.047599666,-0.36032647,-0.18378632,-0.13528177,0.2376827,0.10436147,0.23386261,0.15456228,0.47865596,0.5149575,-0.31517828,0.14463009,0.022702426,-0.030811822,0.04618879,-0.005060096,-0.14398023,-0.13687624,-0.008029002,-57.832975984903605
C1617,-0.25207305,-0.31943265,0.46159124,0.5867395,-0.2723664,-0.11951702,0.41799864,0.29060662,0.04949241,-0.27286232,-0.010989564,-0.058525607,0.1850864,-0.13706379,-0.52749395,-0.37050158,-0.22500376,0.29114333,0.07054949,0.221434,0.17801188,0.5385227,0.6997914,-0.38002232,0.13241173,0.032688495,-0.09938104,0.0037402557,-0.065047905,-0.23339511,-0.16959162,0.031628583,-57.94398669115206
C801,-0.11759317,-0.31171155,0.3315087,0.4273754,-0.1623481,-0.17746994,0.41904196,0.21304433,-0.01742728,-0.06924105,0.06898267,-0.09325045,0.14248544,-0.038483806,-0.32557335,-0.19639161,-0.20718041,0.22144692,0.07651249,0.23644485,0.23110087,0.43988514,0.5538746,-0.27044258,0.1696584,-0.027215868,-0.03985304,0.016305296,-0.016975895,-0.18548971,-0.24046017,-0.06761632,-58.0897775403764
C10764,-0.05105214,-0.12749249,0.118059516,0.17594129,-0.03238604,-0.07691788,0.16277221,0.063789345,0.02924014,-0.050514117,-0.024855869,-0.007846133,0.07279084,-0.0151640065,-0.105018914,-0.08904136,-0.03721095,0.054400973,0.029144067,0.050675374,0.028217088,0.15830314,0.19276473,-0.09829958,0.058614917,-0.0027352504,0.0062223487,0.030807678,-0.03826447,-0.08290663,-0.06802827,0.018108753,-58.40988578953309
C1604,-0.10311226,-0.16539378,0.23930003,0.1556539,-0.017854715,-0.10946894,0.17970866,0.09754715,0.09672973,0.03735631,-0.0033547606,-0.19242983,0.05843302,-0.021461943,-0.12799816,-0.14106844,-0.10258767,0.07192126,0.106412865,0.14910127,0.06779303,0.18855605,0.34189218,-0.11656056,0.048252624,0.052261796,-0.048277505,0.06103714,0.0199178,-0.121085316,-0.05689584,0.01652961,-58.67037705455796
C2553,-0.23216006,-0.30461976,0.46886626,0.21583107,0.025062406,-0.13473727,0.11597131,0.015625915,0.16660859,0.1552084,0.024142196,-0.34309602,0.069920585,-0.3156679,-0.07583436,-0.16181876,-0.032718394,-0.017900698,0.284601,0.31637597,0.0057325996,0.16721474,0.47832415,0.005267285,0.08725433,0.18138601,-0.12550078,0.10830006,0.07348157,-0.26355767,0.055069234,0.030222023,-58.89494523775941
C1790,-0.08511058,-0.2614366,0.26004347,0.29429227,-0.08567469,-0.12472537,0.24355304,0.076230034,0.076664425,-0.027844517,-0.02982848,-0.12790926,0.12697297,-0.10717194,-0.21836582,-0.10525053,-0.11258853,0.118418485,0.08973073,0.17712213,0.08145275,0.30499467,0.38094068,-0.17959212,0.08228403,0.08057473,-0.026015876,0.08335688,0.02041599,-0.12836105,-0.11267558,-0.017005993,-59.03989574868
C46,-0.12624526,-0.19265969,0.262846,0.16694084,-0.07485241,-0.11806577,0.13602997,0.022335762,0.027210264,0.02126933,0.019182658,-0.09619638,0.079621926,-0.092206135,-0.12972556,-0.105938844,-0.03780206,0.068992026,0.119792916,0.09658636,0.07932864,0.2067473,0.28823638,-0.12431543,0.03968048,0.064687595,-0.091034405,0.039348133,0.0044571627,-0.15404278,-0.047726866,0.010243656,-59.09321055804124
C1003,-0.102638856,-0.28464484,0.24627286,0.24267648,-0.10974351,-0.15256593,0.27820107,0.0953131,0.0073557124,0.055176448,0.020947332,-0.14741048,0.0672851,-0.09797502,-0.17409547,-0.06968398,-0.05148434,0.13213311,0.07664599,0.18465927,0.09448858,0.23836534,0.30968136,-0.11827694,0.0456765,0.014391174,-0.03587657,0.06071459,0.0075317724,-0.14438692,-0.07951404,0.009216829,-59.163054320697704
C1681,-0.105345674,-0.16432445,0.2639101,0.10579249,-0.033575963,-0.09091345,0.11520709,0.026703231,0.052297633,0.038624924,-0.028480029,-0.167323,-0.0017281148,-0.08798141,-0.07507389,-0.12018729,-0.03665304,0.0052292645,0.095019855,0.13069782,0.026361,0.17252517,0.22513002,-0.045887437,0.027729422,0.046266872,-0.116581775,0.07964192,0.007902387,-0.18874507,0.014198887,0.03577854,-59.18101185036928
C15937,-0.1706333,-0.25364572,0.2849316,0.21820606,-0.047368206,-0.11859396,0.19576707,0.03514367,0.098166354,0.10715654,-0.025486145,-0.23818892,0.0874113,-0.13979596,-0.20508458,-0.08625451,-0.09448704,0.0564955,0.16621828,0.25662017,0.08654135,0.2865045,0.43463802,-0.10189905,0.094001465,0.075232506,-0.12819484,0.051755648,0.05106893,-0.18830831,-0.049953856,-0.014998192,-59.21367117197354
C754,-0.16724263,-0.2515264,0.32772714,0.3776923,-0.12419016,-0.13062005,0.300884,0.17449273,0.032327484,-0.1584496,-0.044031236,-0.106587425,0.09320975,-0.13014123,-0.33965153,-0.22481036,-0.18159655,0.20023212,0.07154035,0.19150534,0.1072127,0.3872593,0.4635281,-0.23105696,0.061964832,0.022395132,-0.0822139,0.057184808,-0.009817913,-0.1329258,-0.09161768,0.022924054,-59.26484085425886
